"",BBEX3.D.CAD.XDR.DA.AC.000,BBEX3.D.CAD.XDR.DA.AC.000_FLAGS,BBEX3.D.CHF.XDR.DA.AC.000,BBEX3.D.CHF.XDR.DA.AC.000_FLAGS,BBEX3.D.CNY.XDR.DA.AC.000,BBEX3.D.CNY.XDR.DA.AC.000_FLAGS,BBEX3.D.DKK.XDR.DA.AC.000,BBEX3.D.DKK.XDR.DA.AC.000_FLAGS,BBEX3.D.EUR.XDR.DA.AC.000,BBEX3.D.EUR.XDR.DA.AC.000_FLAGS,BBEX3.D.GBP.XDR.DA.AC.000,BBEX3.D.GBP.XDR.DA.AC.000_FLAGS,BBEX3.D.JPY.XDR.DA.AC.000,BBEX3.D.JPY.XDR.DA.AC.000_FLAGS,BBEX3.D.NOK.XDR.DA.AC.000,BBEX3.D.NOK.XDR.DA.AC.000_FLAGS,BBEX3.D.SEK.XDR.DA.AC.000,BBEX3.D.SEK.XDR.DA.AC.000_FLAGS,BBEX3.D.USD.XDR.DA.AC.000,BBEX3.D.USD.XDR.DA.AC.000_FLAGS
2017-06-09,1.85939,,1.34316,,9.39558,,9.19836,,1.23670,,1.083730,,152.449,,11.77560,,12.07210,,1.382130,
2017-06-10,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-06-11,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-06-12,1.85568,,1.33847,,9.40247,,9.16775,,1.23277,,1.090020,,152.438,,11.70940,,12.05590,,1.383290,
2017-06-13,1.83110,,1.33950,,9.40194,,9.17027,,1.23314,,1.086450,,152.140,,11.65810,,12.06190,,1.383210,
2017-06-14,1.82671,,1.34144,,9.40044,,9.17962,,1.23443,,1.086570,,152.191,,11.62090,,12.00740,,1.382930,
2017-06-15,1.83597,,1.34598,,9.39285,,9.20471,,1.23786,,1.081790,,151.627,,11.72480,,12.05070,,1.382200,
2017-06-16,1.82718,,1.34512,,9.40654,,9.19532,,1.23657,,1.080760,,153.388,,11.69980,,12.07430,,1.380880,
2017-06-17,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-06-18,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-06-19,1.82765,,1.34212,,9.42534,,9.18097,,1.23447,,1.079900,,153.511,,11.66800,,12.03910,,1.382490,
2017-06-20,1.82875,,1.34203,,9.41753,,9.19008,,1.23559,,1.087940,,153.956,,11.72940,,12.05240,,1.378420,
2017-06-21,1.83508,,1.34343,,9.41487,,9.20260,,1.23686,,1.087190,,153.549,,11.76960,,12.10090,,1.378720,
2017-06-22,1.82593,,1.34245,,9.41966,,9.18442,,1.23466,,1.088350,,153.275,,11.71140,,12.06690,,1.379000,
2017-06-23,1.83036,,1.34007,,9.43601,,9.18274,,1.23470,,1.083000,,153.624,,11.68180,,.,No value available,1.379530,
2017-06-24,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-06-25,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-06-26,1.82594,,1.34262,,9.43174,,9.16884,,1.23296,,1.082660,,153.532,,11.68690,,12.01580,,1.379310,
2017-06-27,1.82432,,1.33559,,9.44483,,9.12034,,1.22656,,1.084950,,154.862,,11.67690,,12.06420,,1.383320,
2017-06-28,1.81217,,1.33276,,9.43432,,9.07153,,1.21984,,1.081880,,155.546,,11.71290,,11.95100,,1.387570,
2017-06-29,1.80990,,1.33333,,9.42694,,9.06134,,1.21846,,1.072520,,156.153,,11.66070,,11.83760,,1.390630,
2017-06-30,1.80560,,1.33406,,9.43637,,9.06701,,1.21923,,1.072070,,155.752,,11.66960,,11.78370,,1.391390,
2017-07-01,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-07-02,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-07-03,.,No value available,.,No value available,9.42711,,.,No value available,1.22155,,1.072000,,156.279,,.,No value available,.,No value available,1.388780,
2017-07-04,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-07-05,1.79869,,1.34050,,9.41815,,9.09529,,1.22299,,1.073340,,156.661,,11.61420,,11.78990,,1.385530,
2017-07-06,1.79699,,1.33990,,9.44439,,9.06709,,1.21921,,1.071290,,156.921,,11.61880,,11.77550,,1.388070,
2017-07-07,1.78978,,1.33703,,9.44332,,9.05084,,1.21699,,1.077200,,158.021,,11.63600,,11.72370,,1.388830,
2017-07-08,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-07-09,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-07-10,1.78798,,1.34085,,9.43752,,9.06035,,1.21834,,1.077450,,158.294,,11.59430,,11.70040,,1.387320,
2017-07-11,1.79288,,1.34508,,9.43654,,9.04822,,1.21673,,1.075300,,158.445,,11.57350,,11.70300,,1.387680,
2017-07-12,1.77909,,1.33940,,9.44020,,9.03269,,1.21458,,1.081400,,157.788,,11.50060,,11.68130,,1.390570,
2017-07-13,1.77041,,1.34222,,9.42054,,9.04961,,1.21688,,1.075030,,157.243,,11.50170,,11.65100,,1.389320,
2017-07-14,1.76201,,1.34806,,9.42934,,9.05855,,1.21811,,1.072110,,157.819,,11.43110,,11.62090,,1.390470,
2017-07-15,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-07-16,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-07-17,1.76627,,1.34230,,9.44501,,9.04535,,1.21634,,1.067020,,.,No value available,11.37970,,11.61520,,1.394170,
2017-07-18,1.76587,,1.33419,,9.45055,,9.00041,,1.21019,,1.073650,,156.898,,11.26270,,11.55930,,1.398380,
2017-07-19,1.75981,,1.33366,,9.44055,,9.00990,,1.21151,,1.070590,,156.560,,11.26920,,11.59100,,1.397230,
2017-07-20,1.75553,,1.33621,,9.43815,,9.03236,,1.21457,,1.077960,,156.010,,11.29550,,11.59490,,1.394940,
2017-07-21,1.75916,,1.33174,,9.48623,,8.95480,,1.20412,,1.078000,,156.935,,11.23620,,11.54160,,1.401830,
2017-07-22,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-07-23,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-07-24,1.75588,,1.32771,,9.47544,,8.95897,,1.20480,,1.076770,,155.618,,11.26790,,11.57010,,1.403350,
2017-07-25,.,No value available,1.32998,,9.46952,,8.91925,,1.19945,,1.076300,,156.114,,11.15910,,11.51110,,1.402640,
2017-07-26,1.75326,,1.34372,,9.47266,,8.95464,,1.20410,,1.074040,,156.889,,11.18530,,11.52200,,1.402050,
2017-07-27,1.76037,,1.34839,,9.47068,,8.94102,,1.20236,,1.069440,,155.930,,11.17930,,11.49140,,1.406040,
2017-07-28,1.74948,,1.36309,,9.47697,,8.91139,,1.19835,,1.074080,,156.071,,11.16800,,11.49480,,1.405540,
2017-07-29,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-07-30,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-07-31,1.75757,,1.36692,,9.46925,,8.92698,,1.20043,,1.072650,,155.627,,11.17010,,11.44940,,1.407750,
2017-08-01,1.76688,,1.36406,,9.48659,,8.88960,,1.19533,,1.068630,,155.735,,11.15760,,11.40950,,1.411920,
2017-08-02,1.77421,,1.36880,,9.49938,,8.88281,,1.19417,,1.067720,,156.444,,11.16610,,11.45310,,1.412590,
2017-08-03,1.77654,,1.36991,,9.49659,,8.85810,,1.19091,,1.071030,,156.383,,11.16690,,11.44860,,1.412420,
2017-08-04,1.78691,,1.36924,,9.49758,,8.86234,,1.19137,,1.075960,,155.673,,11.15340,,11.43780,,1.413920,
2017-08-05,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-08-06,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-08-07,.,No value available,1.37041,,9.46755,,8.88699,,1.19476,,1.079750,,156.097,,11.20680,,11.47250,,1.409450,
2017-08-08,1.78789,,1.37167,,9.46092,,8.88360,,1.19426,,1.082560,,156.257,,11.13350,,11.47590,,1.410890,
2017-08-09,1.78935,,1.35754,,9.40690,,8.93128,,1.20057,,1.083160,,154.781,,11.21300,,11.51820,,1.408380,
2017-08-10,1.79028,,1.36014,,9.37928,,8.92961,,1.20052,,1.083300,,154.929,,11.20750,,11.51960,,1.408450,
2017-08-11,1.78880,,1.35616,,9.40203,,8.91409,,1.19861,,1.087670,,.,No value available,11.26400,,11.49370,,1.410170,
2017-08-12,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-08-13,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-08-14,1.79235,,1.36673,,9.40230,,8.89308,,1.19585,,1.087820,,154.293,,11.17860,,11.45330,,1.410750,
2017-08-15,1.79509,,1.36767,,9.39655,,8.91242,,1.19837,,1.093010,,155.063,,11.20920,,11.40610,,1.407360,
2017-08-16,1.78396,,1.36856,,9.40513,,8.92148,,1.19966,,1.091450,,155.456,,11.17070,,11.33380,,1.404800,
2017-08-17,1.77761,,1.35875,,9.37295,,8.93471,,1.20164,,1.092630,,154.611,,11.20440,,11.35520,,1.405560,
2017-08-18,1.77341,,1.35549,,9.41292,,8.92507,,1.20020,,1.093000,,154.148,,11.18380,,11.42730,,1.409030,
2017-08-19,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-08-20,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-08-21,1.77240,,1.36366,,9.40212,,8.91305,,1.19842,,1.092990,,153.998,,11.13370,,11.43940,,1.409470,
2017-08-22,1.76820,,1.36052,,9.37471,,8.90115,,1.19675,,1.098740,,153.900,,11.13250,,11.38240,,1.408700,
2017-08-23,1.77104,,1.36564,,9.39099,,8.88526,,1.19469,,1.100570,,154.635,,11.12610,,11.43190,,1.409620,
2017-08-24,1.76702,,1.36028,,9.39488,,8.88533,,1.19460,,1.099980,,153.981,,11.06020,,11.37400,,1.410340,
2017-08-25,1.76296,,1.35934,,9.40557,,8.89118,,1.19518,,1.099420,,154.675,,11.02890,,11.40790,,1.411270,
2017-08-26,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-08-27,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-08-28,1.76946,,1.35169,,9.41407,,8.84361,,1.18877,,1.098920,,154.661,,11.01040,,11.29310,,1.417610,
2017-08-29,1.78079,,1.34410,,9.39329,,8.78611,,1.18105,,1.098870,,154.814,,10.97370,,11.29560,,1.422920,
2017-08-30,1.78769,,1.35654,,9.33515,,8.85410,,1.19020,,1.097280,,155.794,,11.05030,,11.27700,,1.418240,
2017-08-31,1.77182,,1.36463,,9.32227,,8.89079,,1.19526,,1.097690,,156.179,,11.09070,,11.26830,,1.413390,
2017-09-01,1.75612,,1.36039,,9.32192,,8.84416,,1.18907,,1.095930,,156.053,,11.00550,,11.30180,,1.417370,
2017-09-02,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-09-03,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-09-04,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-09-05,1.75418,,1.35913,,9.28281,,8.87060,,1.19258,,1.094120,,155.013,,11.06570,,11.28310,,1.417980,
2017-09-06,1.74259,,1.35738,,9.26853,,8.85975,,1.19093,,1.089060,,154.182,,11.04760,,11.31130,,1.420900,
2017-09-07,1.73024,,1.35536,,9.24864,,8.85112,,1.18979,,1.088080,,155.362,,11.05770,,11.34130,,1.424300,
2017-09-08,1.73570,,1.35285,,9.22543,,8.82628,,1.18630,,1.084300,,155.028,,11.04370,,11.33610,,1.430680,
2017-09-09,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-09-10,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-09-11,1.72945,,1.35370,,9.28772,,8.84306,,1.18863,,1.079080,,154.650,,11.13860,,11.33300,,1.426000,
2017-09-12,1.72919,,1.36455,,9.29230,,8.86682,,1.19178,,1.071140,,155.583,,11.15420,,11.35570,,1.422150,
2017-09-13,1.73537,,1.36628,,9.29610,,8.84447,,1.18870,,1.073500,,156.848,,11.17170,,11.34790,,1.423950,
2017-09-14,1.73140,,1.37272,,9.29575,,8.88541,,1.19429,,1.071820,,156.803,,11.22030,,11.38910,,1.419410,
2017-09-15,1.73448,,1.36771,,9.32418,,8.85591,,1.19017,,1.048270,,156.875,,11.11010,,11.37690,,1.423810,
2017-09-16,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-09-17,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-09-18,1.74164,,1.36465,,9.33080,,8.86376,,1.19111,,1.050790,,.,No value available,11.12610,,11.34770,,1.423140,
2017-09-19,1.74737,,1.37048,,9.37304,,8.84674,,1.18884,,1.054320,,158.696,,11.10620,,11.32140,,1.423280,
2017-09-20,1.74858,,1.36889,,9.36496,,8.82971,,1.18659,,1.052790,,159.015,,11.08750,,11.32710,,1.424740,
2017-09-21,1.75077,,1.38087,,9.36032,,8.86824,,1.19185,,1.052590,,159.668,,11.08710,,11.36730,,1.418890,
2017-09-22,1.75235,,1.37932,,9.37893,,8.85042,,1.18946,,1.049430,,159.415,,11.08490,,11.31510,,1.422710,
2017-09-23,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-09-24,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-09-25,1.74944,,1.38115,,9.37603,,8.88778,,1.19456,,1.051700,,159.492,,11.07650,,11.34420,,1.417580,
2017-09-26,1.74906,,1.37393,,9.37603,,8.92538,,1.19958,,1.052670,,157.726,,11.13730,,11.40990,,1.413950,
2017-09-27,1.75104,,1.37422,,9.36435,,8.94142,,1.20157,,1.050770,,158.598,,11.21730,,11.48940,,1.410760,
2017-09-28,.,No value available,1.37347,,9.41903,,8.91790,,1.19861,,1.051960,,159.370,,11.21600,,11.51050,,1.411730,
2017-09-29,1.76379,,1.37005,,9.39576,,8.90916,,1.19710,,1.055960,,159.222,,11.26760,,11.45980,,1.413300,
2017-09-30,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-10-01,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-10-02,1.76232,,1.36800,,.,No value available,8.93025,,1.20001,,1.058780,,158.912,,11.25250,,11.52380,,1.409290,
2017-10-03,1.76143,,1.37279,,.,No value available,8.92315,,1.19897,,1.062780,,159.135,,11.25650,,11.50240,,1.409150,
2017-10-04,1.76093,,1.37203,,.,No value available,8.91019,,1.19718,,1.062430,,158.892,,11.19760,,11.44990,,1.411120,
2017-10-05,1.76789,,1.37622,,.,No value available,8.93009,,1.19989,,1.068810,,158.854,,11.21900,,11.40280,,1.408910,
2017-10-06,.,No value available,1.37705,,.,No value available,8.93783,,1.20088,,1.076140,,158.863,,11.25470,,11.46550,,1.405870,
2017-10-07,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-10-08,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-10-09,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-10-10,1.76530,,1.37908,,9.31185,,8.90924,,1.19702,,1.070680,,159.076,,11.22150,,11.44290,,1.412130,
2017-10-11,1.76664,,1.37580,,9.29869,,8.89339,,1.19488,,1.071270,,158.783,,11.20670,,11.39130,,1.413540,
2017-10-12,1.76431,,1.37897,,9.31558,,8.88170,,1.19317,,1.074370,,158.975,,11.16810,,11.42630,,1.414620,
2017-10-13,1.76662,,1.38081,,9.31819,,8.91742,,1.19794,,1.064530,,158.807,,11.18750,,11.48310,,1.414770,
2017-10-14,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-10-15,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-10-16,1.77206,,1.37943,,9.31472,,8.92013,,1.19831,,1.063310,,158.409,,11.16020,,11.49840,,1.414370,
2017-10-17,1.77008,,1.37849,,9.32932,,8.93001,,1.19963,,1.068350,,158.261,,11.18770,,11.47720,,1.410650,
2017-10-18,1.75971,,1.38228,,9.33419,,8.92921,,1.19954,,1.069350,,158.143,,11.22470,,11.49310,,1.409340,
2017-10-19,1.76243,,1.37811,,9.35086,,8.88462,,1.19354,,1.072700,,159.604,,11.24200,,11.50490,,1.412430,
2017-10-20,1.77809,,1.38637,,9.33524,,8.88786,,1.19400,,1.070780,,159.691,,11.24090,,11.50910,,1.411070,
2017-10-21,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-10-22,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-10-23,1.77976,,1.39014,,9.34099,,8.92483,,1.19897,,1.068550,,160.466,,11.25630,,11.52120,,1.407600,
2017-10-24,1.78404,,1.39008,,9.34754,,8.91432,,1.19763,,1.068770,,159.685,,11.24370,,11.55590,,1.408530,
2017-10-25,1.79957,,1.39853,,9.36023,,8.89933,,1.19568,,1.063960,,160.511,,11.28510,,11.62360,,1.409100,
2017-10-26,1.81050,,1.39805,,9.35856,,8.93607,,1.20057,,1.067430,,160.223,,11.38930,,11.57370,,1.411030,
2017-10-27,.,No value available,1.40408,,9.32523,,8.98893,,1.20808,,1.070010,,160.036,,11.51880,,11.71260,,1.401980,
2017-10-28,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-10-29,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-10-30,1.80170,,1.40072,,9.33367,,8.99378,,1.20868,,1.064080,,159.637,,11.46310,,11.70240,,1.403520,
2017-10-31,1.81106,,1.40216,,9.31099,,8.98142,,1.20698,,1.062630,,158.940,,11.49510,,11.73690,,1.404690,
2017-11-01,1.81048,,1.40567,,9.29532,,9.00463,,1.21004,,1.056710,,160.041,,11.44820,,11.76410,,1.405100,
2017-11-02,1.80046,,1.40293,,9.27136,,8.97368,,1.20584,,1.068890,,160.107,,11.43590,,11.79380,,1.404200,
2017-11-03,1.79124,,1.40209,,9.29662,,8.95929,,1.20387,,1.071950,,.,No value available,11.41780,,11.79290,,1.403350,
2017-11-04,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-11-05,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-11-06,1.78588,,1.40351,,9.29766,,8.99669,,1.20892,,1.068590,,160.248,,11.40970,,11.82050,,1.401130,
2017-11-07,1.79022,,1.39815,,9.28634,,9.01331,,1.21108,,1.066170,,159.307,,11.44990,,11.79320,,1.400250,
2017-11-08,1.78441,,1.39975,,9.30449,,9.00309,,1.20953,,1.068650,,159.503,,11.45790,,11.75700,,1.401850,
2017-11-09,1.78139,,1.39850,,9.31133,,8.98150,,1.20684,,1.069700,,160.005,,11.40880,,11.76810,,1.403550,
2017-11-10,1.78003,,1.39562,,9.32601,,8.96234,,1.20429,,1.066470,,159.098,,11.38780,,11.75480,,1.403480,
2017-11-11,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-11-12,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-11-13,.,No value available,1.39655,,9.32758,,8.96089,,1.20416,,1.072080,,159.529,,11.42900,,11.76190,,1.403570,
2017-11-14,1.79080,,1.39897,,9.33899,,8.91083,,1.19747,,1.072710,,159.840,,11.48640,,11.81430,,1.406430,
2017-11-15,1.80474,,1.39386,,9.37330,,8.88170,,1.19336,,1.072930,,160.312,,11.63640,,11.84900,,1.412940,
2017-11-16,1.79610,,1.39897,,9.35183,,8.90948,,1.19723,,1.068430,,159.288,,11.55960,,11.86070,,1.409250,
2017-11-17,1.80361,,1.39993,,9.36005,,8.90107,,1.19622,,1.069060,,159.352,,11.62280,,11.86940,,1.410940,
2017-11-18,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-11-19,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-11-20,1.80501,,1.39739,,9.35970,,8.91202,,1.19763,,1.065260,,158.025,,11.65280,,11.90040,,1.410930,
2017-11-21,1.79993,,1.40044,,9.34798,,8.94526,,1.20209,,1.064590,,158.610,,11.64710,,12.00450,,1.408610,
2017-11-22,1.79587,,1.39519,,9.33315,,8.93655,,1.20082,,1.064830,,158.480,,11.61470,,11.89960,,1.410850,
2017-11-23,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-11-24,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-11-25,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-11-26,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-11-27,1.80839,,1.39275,,9.37286,,8.84228,,1.18810,,1.063720,,158.190,,11.58790,,11.76610,,1.420020,
2017-11-28,1.81533,,1.39208,,9.35804,,8.87367,,1.19234,,1.066000,,157.592,,11.61930,,11.78170,,1.417450,
2017-11-29,1.82060,,1.39382,,9.34370,,8.91337,,1.19767,,1.056800,,157.867,,11.66640,,11.82000,,1.416480,
2017-11-30,1.82419,,1.39631,,9.35209,,8.88936,,1.19455,,1.052790,,158.527,,11.75410,,11.83260,,1.415420,
2017-12-01,1.80576,,1.39309,,9.37356,,8.88297,,1.19362,,1.050640,,159.495,,11.78730,,11.86730,,1.418620,
2017-12-02,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-12-03,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-12-04,1.79793,,1.39345,,9.37277,,8.88289,,1.19364,,1.048690,,159.682,,11.77740,,11.87500,,1.416250,
2017-12-05,1.79573,,1.39381,,9.36514,,8.89553,,1.19540,,1.055910,,159.321,,11.74220,,11.94060,,1.416190,
2017-12-06,1.80377,,1.39868,,9.35069,,8.90472,,1.19654,,1.058150,,158.998,,11.67520,,11.88490,,1.413950,
2017-12-07,1.81362,,1.40198,,9.34291,,8.91599,,1.19816,,1.059300,,158.725,,11.68240,,11.91070,,1.412150,
2017-12-08,1.81386,,1.40623,,9.33193,,8.93911,,1.20121,,1.048280,,159.806,,11.73170,,11.99040,,1.410470,
2017-12-09,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-12-10,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-12-11,1.81508,,1.39880,,9.34370,,8.91019,,1.19708,,1.055830,,160.454,,11.83000,,11.96020,,1.412070,
2017-12-12,1.81619,,1.39809,,9.34422,,8.92546,,1.19928,,1.057060,,160.128,,11.78230,,11.92670,,1.411070,
2017-12-13,1.81189,,1.39839,,9.33376,,8.94118,,1.20127,,1.055800,,159.788,,11.80280,,11.89910,,1.409810,
2017-12-14,1.81157,,1.39677,,9.35252,,8.89007,,1.19438,,1.053060,,159.540,,11.67900,,11.88100,,1.414740,
2017-12-15,1.81480,,1.39850,,9.34256,,8.91631,,1.19775,,1.055660,,158.884,,11.71730,,11.92390,,1.414060,
2017-12-16,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-12-17,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-12-18,1.81787,,1.39580,,9.34457,,8.91782,,1.19800,,1.057150,,159.193,,11.80900,,11.97580,,1.413040,
2017-12-19,1.82200,,1.39145,,9.34911,,8.90187,,1.19592,,1.057230,,159.237,,11.82460,,11.89950,,1.413940,
2017-12-20,1.81735,,1.39762,,9.31897,,8.89403,,1.19473,,1.056640,,159.843,,11.79000,,11.85960,,1.415160,
2017-12-21,1.80303,,1.39921,,9.31888,,8.88873,,1.19396,,1.059300,,160.565,,11.90830,,11.88270,,1.415920,
2017-12-22,.,No value available,1.40057,,9.31038,,8.89142,,1.19440,,1.057650,,160.444,,11.82010,,11.86980,,1.415720,
2017-12-23,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-12-24,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-12-25,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2017-12-26,.,No value available,.,No value available,9.27257,,.,No value available,.,No value available,1.060070,,160.558,,.,No value available,.,No value available,1.417110,
2017-12-27,1.79240,,1.40204,,9.29506,,8.87461,,1.19203,,1.057050,,160.509,,11.75400,,11.82430,,1.417920,
