"",BBEX3.D.CAD.XDR.DA.AC.000,BBEX3.D.CAD.XDR.DA.AC.000_FLAGS,BBEX3.D.CHF.XDR.DA.AC.000,BBEX3.D.CHF.XDR.DA.AC.000_FLAGS,BBEX3.D.CNY.XDR.DA.AC.000,BBEX3.D.CNY.XDR.DA.AC.000_FLAGS,BBEX3.D.DKK.XDR.DA.AC.000,BBEX3.D.DKK.XDR.DA.AC.000_FLAGS,BBEX3.D.EUR.XDR.DA.AC.000,BBEX3.D.EUR.XDR.DA.AC.000_FLAGS,BBEX3.D.GBP.XDR.DA.AC.000,BBEX3.D.GBP.XDR.DA.AC.000_FLAGS,BBEX3.D.JPY.XDR.DA.AC.000,BBEX3.D.JPY.XDR.DA.AC.000_FLAGS,BBEX3.D.NOK.XDR.DA.AC.000,BBEX3.D.NOK.XDR.DA.AC.000_FLAGS,BBEX3.D.SEK.XDR.DA.AC.000,BBEX3.D.SEK.XDR.DA.AC.000_FLAGS,BBEX3.D.USD.XDR.DA.AC.000,BBEX3.D.USD.XDR.DA.AC.000_FLAGS
2021-01-24,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-01-25,1.83651,,1.27776,,9.33541,,8.82776,,1.18644,,1.053150,,149.683,,12.27700,,11.92040,,1.441760,
2021-01-26,1.83054,,1.28067,,9.33454,,8.82870,,1.18681,,1.054040,,149.518,,12.32770,,11.97050,,1.441140,
2021-01-27,1.84025,,1.27968,,9.31350,,8.84447,,1.18913,,1.050240,,149.352,,12.43290,,11.97170,,1.440510,
2021-01-28,1.84292,,1.28105,,9.32758,,8.84877,,1.18986,,1.054350,,150.023,,12.51790,,12.04600,,1.438660,
2021-01-29,1.84135,,1.28080,,9.30960,,8.82924,,1.18721,,1.050300,,150.535,,12.27940,,12.05140,,1.440800,
2021-01-30,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-01-31,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-02-01,1.84447,,1.28756,,9.29195,,8.85230,,1.19025,,1.049120,,150.561,,12.36550,,12.04360,,1.438300,
2021-02-02,1.84053,,1.28965,,9.27644,,8.86674,,1.19221,,1.050210,,150.625,,12.33490,,12.05920,,1.435890,
2021-02-03,1.83431,,1.28988,,9.26750,,8.88107,,1.19411,,1.052750,,150.699,,12.36370,,12.05750,,1.434960,
2021-02-04,1.83858,,1.29315,,9.25866,,8.88518,,1.19478,,1.053590,,150.520,,12.35160,,12.07630,,1.433250,
2021-02-05,1.83126,,1.29487,,9.28143,,.,No value available,1.19607,,1.047040,,151.265,,.,No value available,12.10780,,1.433250,
2021-02-06,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-02-07,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-02-08,1.83100,,1.29310,,9.27102,,8.87887,,1.19396,,1.049290,,151.485,,12.26500,,12.05090,,1.435740,
2021-02-09,1.83292,,1.28754,,9.29385,,8.85434,,1.19059,,1.046040,,151.199,,12.21390,,12.07790,,1.441080,
2021-02-10,1.82997,,1.28490,,9.28428,,8.84455,,1.18922,,1.042410,,150.865,,12.16340,,11.95340,,1.442170,
2021-02-11,1.82983,,1.28409,,.,No value available,8.83221,,1.18745,,1.043250,,.,No value available,12.18260,,12.00480,,1.442400,
2021-02-12,1.83133,,1.28608,,.,No value available,8.84838,,1.18991,,1.045310,,151.062,,12.23830,,12.01180,,1.440750,
2021-02-13,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-02-14,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-02-15,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-02-16,1.83180,,1.28207,,.,No value available,8.84463,,1.18931,,1.037080,,152.318,,12.12360,,11.94240,,1.444180,
2021-02-17,1.82831,,1.28789,,.,No value available,8.86902,,1.19259,,1.037630,,152.671,,12.17790,,11.95880,,1.438260,
2021-02-18,1.82755,,1.29128,,9.30847,,8.85818,,1.19122,,1.032390,,152.181,,12.17160,,11.97180,,1.439470,
2021-02-19,1.82010,,1.29026,,9.32384,,8.83986,,1.18866,,1.030730,,152.531,,12.13570,,11.97580,,1.442920,
2021-02-20,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-02-21,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-02-22,1.81940,,1.29557,,9.33036,,8.84126,,1.18889,,1.028730,,152.153,,12.26760,,11.97690,,1.442480,
2021-02-23,1.81984,,1.30001,,9.32966,,8.84314,,1.18914,,1.024890,,.,No value available,12.27070,,11.96970,,1.443970,
2021-02-24,1.81282,,1.31079,,9.33254,,8.84525,,1.18945,,1.022040,,152.417,,12.18990,,11.95830,,1.444710,
2021-02-25,1.81265,,1.31060,,9.33219,,8.79987,,1.18336,,1.023380,,153.418,,12.10280,,11.93860,,1.446650,
2021-02-26,1.82572,,1.30405,,9.30691,,8.82979,,1.18742,,1.033590,,152.894,,12.35050,,11.95900,,1.439270,
2021-02-27,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-02-28,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-03-01,1.81902,,1.31136,,9.28660,,8.86360,,1.19199,,1.030640,,152.981,,12.34910,,12.11560,,1.436710,
2021-03-02,.,No value available,1.31700,,9.29420,,8.87666,,1.19373,,1.030990,,153.417,,12.24230,,12.14940,,1.435810,
2021-03-03,1.81538,,1.31917,,9.28402,,8.87075,,1.19293,,1.030170,,153.569,,12.22170,,12.05730,,1.437240,
2021-03-04,1.81440,,1.32710,,9.28755,,8.87201,,1.19311,,1.029870,,153.687,,12.24070,,12.10480,,1.435790,
2021-03-05,.,No value available,1.32619,,9.25343,,8.90052,,1.19690,,1.034240,,154.145,,12.22160,,12.19470,,1.428860,
2021-03-06,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-03-07,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-03-08,1.80458,,1.33113,,9.29887,,8.93280,,1.20126,,1.030370,,154.444,,12.22710,,12.19500,,1.425420,
2021-03-09,1.80365,,1.32929,,9.30752,,8.92538,,1.20019,,1.029060,,155.755,,12.10260,,12.20060,,1.427510,
2021-03-10,1.80316,,1.32922,,9.28574,,8.92291,,1.19988,,1.028840,,155.260,,12.09630,,12.16550,,1.426890,
2021-03-11,1.79825,,1.32439,,9.29990,,8.89490,,1.19610,,1.025770,,155.344,,12.06980,,12.09490,,1.431610,
2021-03-12,1.78427,,1.32974,,9.28238,,8.90068,,1.19687,,1.028490,,155.319,,12.07190,,12.13200,,1.428220,
2021-03-13,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-03-14,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-03-15,1.78274,,1.32734,,9.29238,,8.91139,,1.19839,,1.027020,,155.775,,12.10220,,12.16760,,1.428480,
2021-03-16,1.78033,,1.32256,,9.29428,,8.91250,,1.19857,,1.031020,,156.077,,12.10880,,12.16980,,1.429410,
2021-03-17,1.77897,,1.32463,,9.28031,,8.91281,,1.19860,,1.026970,,155.747,,12.13140,,12.15840,,1.427170,
2021-03-18,1.78117,,1.32630,,9.29688,,8.92499,,1.20025,,1.024500,,155.784,,12.12950,,12.12220,,1.429740,
2021-03-19,1.78562,,1.32522,,9.28367,,8.92929,,1.20075,,1.026430,,155.760,,12.24980,,12.13900,,1.427810,
2021-03-20,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-03-21,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-03-22,1.78814,,1.32135,,9.30172,,8.91011,,1.19825,,1.030080,,155.621,,12.14930,,12.23810,,1.429030,
2021-03-23,1.79182,,1.32589,,9.28772,,8.92586,,1.20036,,1.035340,,155.262,,12.21750,,12.20580,,1.426380,
2021-03-24,1.78819,,1.33110,,9.28824,,8.95143,,1.20380,,1.038060,,154.633,,12.22600,,12.26630,,1.423490,
2021-03-25,1.79172,,1.32972,,9.28954,,8.95520,,1.20431,,1.037500,,154.754,,12.24220,,12.24860,,1.421330,
2021-03-26,1.78648,,1.33638,,9.29325,,8.96282,,1.20531,,1.030890,,155.216,,12.20470,,12.28000,,1.420100,
2021-03-27,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-03-28,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-03-29,1.78855,,1.33466,,9.31116,,8.96162,,1.20516,,1.026900,,155.720,,12.14050,,12.29620,,1.420160,
2021-03-30,1.78967,,1.33471,,9.31177,,8.97473,,1.20679,,1.030310,,155.829,,12.14190,,12.34340,,1.416890,
2021-03-31,1.78214,,1.33650,,9.29731,,8.98949,,1.20871,,1.029650,,156.885,,12.08160,,12.36360,,1.417210,
2021-04-01,1.77998,,1.34019,,9.30917,,.,No value available,1.20604,,1.028400,,156.947,,.,No value available,12.38640,,1.416620,
2021-04-02,.,No value available,.,No value available,9.30631,,.,No value available,.,No value available,1.026110,,156.911,,.,No value available,.,No value available,1.418340,
2021-04-03,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-04-04,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-04-05,1.77657,,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,156.849,,.,No value available,.,No value available,1.418420,
2021-04-06,1.78439,,1.33364,,9.30233,,8.94662,,1.20285,,1.027260,,156.686,,12.12090,,12.37120,,1.420800,
2021-04-07,1.79785,,1.32392,,9.32175,,8.91671,,1.19905,,1.031370,,156.416,,12.05460,,12.28900,,1.424950,
2021-04-08,1.79022,,1.32164,,9.31966,,8.91536,,1.19867,,1.035680,,156.308,,12.08020,,12.24090,,1.423180,
2021-04-09,.,No value available,1.31796,,9.33506,,8.90520,,1.19738,,1.037800,,155.554,,12.10910,,12.18100,,1.423440,
2021-04-10,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-04-11,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-04-12,1.78945,,1.31640,,9.34274,,8.90575,,1.19751,,1.035800,,156.422,,12.08770,,12.21630,,1.425520,
2021-04-13,1.78835,,1.31818,,9.32975,,8.90615,,1.19748,,1.037260,,156.071,,12.17540,,12.21510,,1.424520,
2021-04-14,1.78962,,1.31676,,9.33576,,8.87642,,1.19352,,1.037890,,155.387,,12.02410,,12.12100,,1.427930,
2021-04-15,1.79003,,1.31960,,9.33306,,8.87619,,1.19348,,1.037920,,155.546,,11.98650,,12.06780,,1.428600,
2021-04-16,1.78799,,1.31400,,9.32436,,8.87288,,1.19310,,1.037090,,155.660,,11.95250,,12.07390,,1.430050,
2021-04-17,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-04-18,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-04-19,1.79564,,1.30991,,9.33323,,8.86273,,1.19180,,1.030450,,155.812,,11.88620,,12.09190,,1.434340,
2021-04-20,1.80400,,1.31346,,9.31958,,8.85481,,1.19072,,1.027080,,155.245,,11.90300,,12.01350,,1.434930,
2021-04-21,1.79504,,1.31585,,9.31116,,8.87760,,1.19380,,1.028660,,154.907,,11.98850,,12.10570,,1.433390,
2021-04-22,1.79370,,1.31313,,9.30804,,8.85873,,1.19123,,1.032340,,155.019,,11.96890,,12.05190,,1.434960,
2021-04-23,1.79252,,1.31328,,9.32140,,8.84549,,1.18952,,1.033390,,154.867,,11.94640,,12.06580,,1.435280,
2021-04-24,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-04-25,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-04-26,1.78369,,1.31420,,9.32262,,8.84259,,1.18914,,1.033790,,155.031,,11.93390,,12.03100,,1.437070,
2021-04-27,1.78138,,1.31194,,9.31237,,8.83525,,1.18816,,1.032460,,155.474,,11.89030,,12.04640,,1.436250,
2021-04-28,1.77274,,1.31231,,9.30501,,8.83822,,1.18857,,1.034590,,156.257,,11.86130,,12.04220,,1.434610,
2021-04-29,1.76727,,1.30756,,9.29878,,8.81453,,1.18538,,1.031190,,.,No value available,11.75240,,11.99810,,1.437740,
2021-04-30,1.76411,,1.30596,,9.29861,,8.80375,,1.18853,,1.032190,,156.451,,11.82980,,12.04000,,1.435990,
2021-05-01,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-05-02,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-05-03,1.76049,,1.30764,,.,No value available,8.85246,,1.19042,,.,No value available,.,No value available,11.92330,,12.11240,,1.433740,
2021-05-04,1.76337,,1.30975,,.,No value available,8.85747,,1.19115,,1.031730,,.,No value available,11.92620,,12.11270,,1.431890,
2021-05-05,1.75806,,1.30902,,.,No value available,8.87351,,1.19332,,1.029630,,.,No value available,11.91500,,12.17920,,1.432580,
2021-05-06,1.74908,,1.30292,,9.28436,,8.83978,,1.18878,,1.033020,,156.701,,11.95410,,12.14570,,1.433670,
2021-05-07,1.74530,,1.30517,,9.27756,,8.85340,,1.19061,,1.032020,,156.684,,11.92090,,12.07420,,1.435750,
2021-05-08,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-05-09,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-05-10,.,No value available,1.29810,,9.27162,,8.81414,,1.18531,,1.023130,,157.021,,11.85410,,12.00880,,1.442410,
2021-05-11,1.74429,,1.30094,,9.26758,,8.81104,,1.18491,,1.020840,,157.038,,11.88700,,12.04350,,1.442040,
2021-05-12,.,No value available,1.30265,,9.27833,,8.83884,,1.18866,,1.018470,,156.790,,11.91790,,11.98990,,1.440420,
2021-05-13,.,No value available,1.29853,,9.26655,,.,No value available,1.18854,,1.023940,,157.386,,.,No value available,.,No value available,1.435870,
2021-05-14,1.74212,,1.30159,,9.25300,,.,No value available,1.18675,,1.022390,,157.681,,11.87630,,12.05830,,1.438700,
2021-05-15,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-05-16,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-05-17,1.74098,,1.29741,,9.28023,,8.82511,,1.18677,,1.022340,,157.699,,.,No value available,12.02950,,1.441090,
2021-05-18,1.74033,,1.29719,,9.28203,,8.78665,,1.18158,,1.017640,,157.699,,11.83060,,11.98600,,1.444130,
2021-05-19,1.74648,,1.30106,,9.28281,,8.78889,,1.18193,,1.019120,,157.314,,11.94440,,11.96070,,1.443380,
2021-05-20,1.74137,,1.30004,,9.28393,,8.79183,,1.18227,,1.020970,,157.589,,12.03260,,12.01880,,1.442730,
2021-05-21,.,No value available,1.29578,,9.29869,,8.81609,,1.18557,,1.016410,,157.300,,12.02410,,11.99910,,1.444980,
2021-05-22,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-05-23,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-05-24,.,No value available,.,No value available,9.28462,,.,No value available,1.18230,,1.022030,,157.334,,.,No value available,12.00090,,1.443820,
2021-05-25,1.74355,,1.29446,,9.26389,,8.76808,,1.17913,,1.021320,,157.378,,12.02310,,11.95410,,1.446090,
2021-05-26,1.75160,,1.29403,,9.24787,,8.79507,,1.18277,,1.020570,,157.369,,12.03820,,11.97960,,1.446410,
2021-05-27,.,No value available,1.29738,,9.21175,,8.80716,,1.18435,,1.022770,,157.758,,12.07480,,12.00460,,1.444670,
2021-05-28,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-05-29,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-05-30,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-05-31,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-06-01,1.73982,,1.29937,,9.20819,,8.79028,,1.18203,,1.018990,,158.086,,11.95180,,11.95430,,1.445030,
2021-06-02,1.73830,,1.30077,,9.21447,,8.80181,,1.18360,,1.021190,,158.109,,12.00080,,11.93010,,1.442330,
2021-06-03,1.74683,,1.29861,,9.23148,,8.80700,,1.18430,,1.017810,,158.200,,12.02070,,11.96050,,1.443300,
2021-06-04,1.73866,,1.30155,,9.21829,,8.83065,,1.18743,,1.019130,,158.628,,12.05950,,12.00230,,1.438810,
2021-06-05,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-06-06,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-06-07,1.74096,,1.29718,,9.22118,,8.81788,,1.18568,,1.019140,,157.974,,11.91400,,11.95090,,1.442030,
2021-06-08,1.74540,,1.29321,,9.22594,,8.80762,,1.18440,,1.020110,,157.846,,11.90080,,11.93280,,1.442840,
2021-06-09,1.74636,,1.29313,,9.23046,,8.80483,,1.18398,,1.018670,,158.031,,11.90120,,11.94600,,1.443870,
2021-06-10,.,No value available,1.29202,,9.21600,,8.80972,,1.18468,,1.023180,,158.097,,11.97930,,11.94030,,1.442230,
2021-06-11,1.75183,,1.29253,,9.21336,,8.84408,,1.18934,,1.018380,,157.763,,11.99180,,11.89380,,1.442070,
2021-06-12,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-06-13,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-06-14,.,No value available,1.29289,,.,No value available,8.83869,,1.18863,,1.020430,,158.032,,11.98470,,11.97500,,1.439670,
2021-06-15,.,No value available,1.29403,,9.21311,,8.83876,,1.18861,,1.021770,,158.424,,11.98400,,11.95700,,1.439170,
2021-06-16,1.75512,,.,No value available,9.21014,,8.83072,,1.18747,,1.019830,,158.510,,12.01810,,12.00150,,1.439690,
2021-06-17,1.76391,,1.30760,,9.18890,,8.90472,,1.19738,,1.024820,,158.196,,12.21000,,12.15800,,1.429310,
2021-06-18,1.77434,,1.31265,,9.20446,,8.92969,,1.20082,,1.027680,,157.575,,12.35250,,12.23200,,1.428730,
2021-06-19,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-06-20,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-06-21,1.76634,,1.31444,,9.23012,,8.92483,,1.20016,,1.028250,,157.310,,12.32240,,12.31150,,1.427110,
2021-06-22,1.76256,,1.31271,,9.23284,,8.91822,,1.19932,,1.027570,,157.455,,12.25690,,12.19020,,1.426480,
2021-06-23,1.75527,,1.31170,,9.25720,,8.88881,,1.19535,,1.022880,,158.213,,12.15960,,12.11400,,1.428560,
2021-06-24,1.75979,,1.31241,,9.25258,,8.90195,,1.19711,,1.025230,,158.690,,12.17940,,12.10490,,1.428870,
2021-06-25,1.75673,,1.30997,,9.21871,,8.89197,,1.19576,,1.027970,,158.582,,12.12020,,.,No value available,1.428930,
2021-06-26,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-06-27,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-06-28,1.76218,,1.31167,,9.22416,,8.92045,,1.19949,,1.026960,,158.132,,12.20640,,12.10140,,1.428600,
2021-06-29,1.76694,,1.31400,,9.21167,,8.92499,,1.20019,,1.030960,,157.689,,12.22920,,12.17110,,1.426790,
2021-06-30,1.76791,,1.31645,,9.21311,,8.92554,,1.20029,,1.028940,,157.620,,12.20900,,12.13930,,1.426420,
2021-07-01,.,No value available,1.31727,,9.20217,,8.90980,,1.19819,,1.032540,,158.184,,12.23410,,12.18770,,1.423930,
2021-07-02,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-07-03,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-07-04,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-07-05,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-07-06,1.77258,,1.31434,,9.20031,,8.94638,,1.20309,,1.028460,,157.889,,12.28960,,12.14560,,1.424220,
2021-07-07,1.77549,,1.31472,,9.20132,,8.94550,,1.20297,,1.029540,,157.268,,12.32750,,12.21710,,1.423240,
2021-07-08,1.78530,,1.30573,,9.22577,,8.94358,,1.20264,,1.033830,,157.402,,12.52400,,12.29240,,1.423680,
2021-07-09,1.77739,,1.30291,,9.24009,,8.93463,,1.20142,,1.031680,,156.569,,12.41730,,12.25540,,1.424650,
2021-07-10,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-07-11,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-07-12,1.77674,,1.30538,,9.22450,,8.94039,,1.20208,,1.028330,,156.945,,12.41500,,12.23250,,1.424700,
2021-07-13,1.78308,,1.30482,,9.21073,,8.94815,,1.20303,,1.028260,,157.277,,12.40150,,12.22080,,1.424870,
2021-07-14,1.77803,,1.30795,,9.21328,,8.95857,,1.20451,,1.026340,,157.429,,12.44490,,12.30790,,1.422760,
2021-07-15,1.79098,,1.30370,,9.20276,,8.97223,,1.20635,,1.026650,,156.575,,12.52230,,12.30730,,1.424580,
2021-07-16,1.79157,,1.30893,,9.20353,,8.96628,,1.20545,,1.030510,,156.338,,12.52190,,12.34550,,1.422670,
2021-07-17,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-07-18,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-07-19,1.81263,,1.30865,,9.21031,,8.98045,,1.20743,,1.036680,,156.089,,12.72390,,12.37790,,1.420670,
2021-07-20,1.80872,,1.30632,,9.21209,,8.97529,,1.20665,,1.043310,,155.567,,12.81110,,12.35870,,1.420830,
2021-07-21,1.78746,,1.30897,,9.19075,,8.97183,,1.20613,,1.043710,,156.142,,12.76190,,12.39700,,1.419860,
2021-07-22,1.78701,,1.30617,,9.19388,,8.98255,,1.20763,,1.033270,,.,No value available,12.53470,,12.36140,,1.421990,
2021-07-23,1.78588,,1.30849,,9.19912,,8.97731,,1.20692,,1.033920,,.,No value available,12.55980,,12.33790,,1.420190,
2021-07-24,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-07-25,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-07-26,1.78401,,1.30506,,9.21701,,8.97006,,1.20610,,1.031360,,156.948,,12.57600,,12.31720,,1.421630,
2021-07-27,1.78759,,1.30332,,9.24684,,8.94975,,1.20339,,1.030460,,156.688,,12.56620,,12.29840,,1.421210,
2021-07-28,1.78794,,1.30140,,9.25378,,8.96258,,1.20508,,1.025180,,156.313,,12.63270,,12.28470,,1.422840,
2021-07-29,1.77723,,1.29752,,9.22731,,.,No value available,1.20230,,1.022490,,156.667,,.,No value available,12.25520,,1.427490,
2021-07-30,1.78053,,1.29325,,9.22526,,8.93711,,1.20156,,1.022890,,156.450,,12.54490,,12.22770,,1.428770,
2021-07-31,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-08-01,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-08-02,.,No value available,1.29186,,9.22526,,8.93543,,1.20130,,1.027240,,156.551,,12.55540,,12.25990,,1.427870,
2021-08-03,1.79193,,1.28935,,9.23438,,8.93895,,1.20186,,1.025050,,156.125,,12.54060,,12.26360,,1.428410,
2021-08-04,1.79050,,1.29146,,9.21973,,8.94879,,1.20333,,1.024820,,155.629,,12.58080,,12.25590,,1.427260,
2021-08-05,1.78277,,1.29282,,9.21812,,8.95247,,1.20384,,1.025050,,156.422,,12.56940,,12.26910,,1.426560,
2021-08-06,1.78744,,1.29372,,9.20734,,8.97127,,1.20628,,1.023910,,156.483,,12.57300,,12.27580,,1.424250,
2021-08-07,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-08-08,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-08-09,1.78607,,1.30327,,9.20598,,8.98852,,1.20863,,1.024040,,.,No value available,12.67660,,12.31500,,1.421470,
2021-08-10,1.78039,,1.30846,,9.20141,,9.00804,,1.21120,,1.024290,,156.643,,12.67880,,12.36700,,1.419770,
2021-08-11,1.77394,,1.30989,,9.19980,,9.00293,,1.21051,,1.026540,,156.982,,12.65560,,12.38180,,1.418470,
2021-08-12,1.77806,,1.30976,,9.19836,,8.99742,,1.20979,,1.025320,,156.716,,12.55220,,12.33490,,1.420180,
2021-08-13,1.77743,,1.30949,,9.20387,,8.97843,,1.20727,,1.028940,,156.878,,12.52580,,12.34060,,1.420350,
